thread_id,customer_text,predicted_intent,confidence,top_similarity,word_count,is_edge,human_intent,notes,human_judge_score
475118,"[USER] you've kindly sent me this card, but there's no way to redeem it in my account [URL]",billing_payment,0.2536531388759613,1.0000001192092896,18,True,billing_payment,,
2885740,[USER] not receiving the verification code to buy a gift how do I go about opening my account to complete,account_access,0.5006805658340454,1.0,20,False,account_access,,
439748,"[USER]: Love love your App. I'm a Prime member &amp; Only shop from Amazon. One request- please have better cashback offers, esp on MacBooks.",compliment_feedback,0.3225092589855194,1.000000238418579,24,True,compliment_feedback,,
2791848,[USER] hey are you able to help with a problem,app_technical,0.41585907340049744,1.000000238418579,10,False,app_technical,,
326324,Dear [USER] when will #themaninthehighcastle season 2 be available on Prime? Just finished season 1. Can't wait!,subscription_prime,0.6853438019752502,1.0,17,False,compliment_feedback,,
704280,"Hi [USER], Amazon Video won't play on Panasonic Smart TV - just flicks back to main channels. Please can you help? [USER]",app_technical,0.464261531829834,0.9999998807907104,22,False,app_technical,,
2571337,[USER] I sent u private message yesterday.  Can u resolve the a-z harm to me from the repeated fraud perpetrated on your platform?,account_access,0.3133479058742523,1.0,23,True,seller_complaint,,
1253288,"[USER] And they call themselves to be the best customer oriented. All their cust service agents do, copy and paste the emails. Frustrated [URL]",seller_complaint,0.34056001901626587,0.9999998807907104,24,True,seller_complaint,,
1582934,[USER] [USER] so much for same day delivery then. [URL],delivery_problem,0.29623129963874817,1.0,10,True,delivery_problem,,
2290514,[USER] Just tried out your Prime Music Desktop app for a bit. That thing is awesome!,app_technical,0.33515340089797974,1.0000003576278687,16,True,compliment_feedback,,
206973,"Watched the [USER] try to shove an [USER] package in my mailbox yesterday. By the time I beshoed, she had gone with it - marked delivered.",delivery_problem,0.7780628800392151,0.9999998211860657,26,False,delivery_problem,,
51581,[USER] I ordered something on oct 27 with amazon prime said it be late but would ship Oct 30 and be here today. Now it says November 8th,order_status_inquiry,0.7678292989730835,1.000000238418579,28,False,order_status_inquiry,,
2391897,[USER] Reply to my dm please,account_access,0.3704470098018646,1.000000238418579,6,True,app_technical,,
1748164,[USER] Take it as a feedback! You have the most idiot carrier - [USER] - I have ever seen in my life!!!,compliment_feedback,0.694235622882843,1.0,22,False,seller_complaint,,
613988,"Maldita suerte, compre un monitor..llego jodido. [USER] :(",compliment_feedback,0.5264263153076172,0.9999996423721313,8,True,delivery_problem,,
874493,"been waiting for this Amazon package for 3 days, delivery guy came, knocked once &amp; ran back to his car

what the fuck?",delivery_problem,0.562445878982544,0.9999998807907104,23,False,delivery_problem,,
1041631,[USER] I am getting non help on the phone. Please help,account_access,0.6020132899284363,0.9999999403953552,11,False,seller_complaint,,
2379801,"[USER] [USER] buggy app experience. Can't update commute, can't find local skills ([USER] or [USER]). What's going on?",app_technical,0.5523701906204224,1.0000001192092896,18,False,app_technical,,
633675,"[USER] simple question. Placed 2 orders of CDs with amazon uk and it. Uk order has already been delivered, it order is yet to be packaged. How is this possible?",order_status_inquiry,0.7766767144203186,0.9999999403953552,30,False,order_status_inquiry,,
779881,"several calls were made to ur useless customer care service, all in vain! #Shame Give me whats mine [USER] Order# [ORDER_ID]",seller_complaint,0.27625417709350586,1.0,21,True,return_refund,,
226133,[USER] shipment in the way how to cancel????,order_status_inquiry,0.6925766468048096,1.0000001192092896,8,True,return_refund,,
488659,"Hey, [USER], your crazy help system requires me to post a public tweet saying I have a problem so that I can post a URL to your web form to get help. So here it is. Look at your DMs for all the details.",account_access,0.46719256043434143,1.0000003576278687,44,False,seller_complaint,,
181071,Getting really pissed off w/ [USER] Charged me £308 on Friday 'in error' Still waiting for refund [ORDER_ID] several phonecalls,return_refund,0.4085237681865692,1.0000001192092896,20,True,return_refund,,
918239,[USER] How do I actually buy this for Kindle? [URL],product_quality,0.24481138586997986,1.0000001192092896,10,True,app_technical,,
320071,[USER] and [USER] your Alexa integration has a glitch and only plays one song at a time🤔 any thoughts? Setting??#thanks,app_technical,0.446655809879303,1.0,20,False,app_technical,,
2586296,Can someone tell me how [USER]  prime shipping is getting me Ultra Moon on Tuesday :/,subscription_prime,0.7034107446670532,1.0,16,False,subscription_prime,,
595725,[USER] driving down the highway and seeing a driver hauling your packages are just allowing them to fly out of the tail gate of his truck on the highway driving 75 almost 80 mph and the amazon driver didnt care,delivery_problem,0.767411470413208,1.0,40,False,seller_complaint,,
1201907,[USER] I received my shipment but delivery status says its lost USPS ID:936128__credit_card__ Thank you [URL],order_status_inquiry,0.5245406031608582,1.0,16,False,delivery_problem,,
874633,[USER] [ORDER_ID]. Product already pick up. But account details doesn't show about return. Because of that I can't able to,return_refund,0.3832748234272003,0.9999998807907104,20,False,return_refund,,
2940239,[USER] AMZ Logistics fails to deliver on time. Can I request that my orders be shipped by another carrier?,order_status_inquiry,0.7058094143867493,0.9999999403953552,19,False,order_status_inquiry,,
103080,[USER] my friend has had money taken out of her bank and she hasn't bought anything and isn't signed up for anything [USER],billing_payment,0.314072847366333,1.000000238418579,23,True,billing_payment,,
2378254,[USER]  founder of  Amazon  will kindly  intervene  to refund the amount paid by me for the mob one plus 5 on 27/10/17 from Amazon.  I have exhausted my patience and no one is  helping  in amazon  despite my best follow up by mails and calls.,billing_payment,0.32059386372566223,0.9999998211860657,45,True,return_refund,,
868091,[USER] why is it so hard to change my payment to the gift card option at checkout?,billing_payment,0.5253984332084656,1.0000003576278687,17,False,billing_payment,,
2935866,[USER] [URL],compliment_feedback,0.5578781366348267,1.0000001192092896,2,True,order_status_inquiry,,
389329,[USER] [USER] ur claim for order is granted...what does this statement means and also when will i get my product return..,return_refund,0.485134094953537,1.000000238418579,21,False,return_refund,,
259930,"Hey [USER]. Do not use [USER] for 1-Day LA shipping. Their reputation is horrendous. Due to ineptness, might have to cancel order",seller_complaint,0.32800501585006714,1.000000238418579,22,True,seller_complaint,,
2283997,"I'm so mad [USER] [USER] 

CAN YOU TELL ME WHY YOUR SUPERVISOR JESSICA HUNG UP ON ME?",seller_complaint,0.27883824706077576,0.9999998807907104,17,True,seller_complaint,,
1617392,I'd requested redirection within 25km 3 days prior to delivery.product's been taken to the wrong address twice.DISGUSTING. [USER],delivery_problem,0.6278704404830933,1.000000238418579,18,False,delivery_problem,,
2124848,[USER] after complaining on our last 9 deliveries for our parcels not to be left on our doorstep . We get home today and surprise surprise!! Getting nowhere fast ! Amazon sort yourselves out ! [URL],delivery_problem,0.7421904802322388,1.0,36,False,delivery_problem,,
2927026,[USER] [USER] [USER] is this how you provide your products???no sim card tray in the ONEPLUS 5T box...[USER] kindly stop selling your phone through amazon. [URL],product_quality,0.25681909918785095,1.000000238418579,26,True,product_quality,,
1726354,"[USER] what is wrong with u people
U didn't deliver my product and I got a message that product is delivered
And I have paid amount",delivery_problem,0.6321525573730469,1.0,26,False,delivery_problem,,
1489145,"[USER] am having a problem on order, payment declined, checked cards OK.
Where do I go from here?",order_status_inquiry,0.29422780871391296,1.000000238418579,18,True,billing_payment,,
1077314,"Shit myself when I came home and saw like a hundred missing in my bank account, turns out Amazon decided to steal my cash which is v v cool",billing_payment,0.22276456654071808,1.0000001192092896,29,True,billing_payment,,
799699,"[USER] as usual another broken promise from Amazon , customer service leaves a lot to be desired ! Even after being given chance after chance !",compliment_feedback,0.3591581881046295,1.0,26,False,seller_complaint,,
1071060,I would love to discuss packaging practices with someone [USER] as I am tired of returning damaged merchandise because of poor packing.,delivery_problem,0.25167471170425415,0.9999999403953552,22,True,seller_complaint,,
1366193,"[USER] I bought an amazon fire tablet 7 days ago and now the price has dropped. Customer service says I can return item and order new. I have no problem doing that just seems like this policy will cost you more than just [ORDER_ID] difference, But I guess Bezos knows better",billing_payment,0.3685222864151001,1.0000001192092896,51,False,return_refund,,
2822321,Après 5 ou 6 envois ratés de la part de [USER] - j’espère que c’est enfin la bonne ! [URL],compliment_feedback,0.4353695511817932,1.0,20,False,seller_complaint,,
421217,"I don't think now the customer is any concern to you. [USER]  #AmazonIndia
ORDER # [ORDER_ID]. Check out the circus going on.",order_status_inquiry,0.29231971502304077,1.0,22,True,seller_complaint,,
2642027,[USER] Amazon mega fair is coming?,subscription_prime,0.6072065234184265,1.0,6,True,compliment_feedback,,
2379782,"Amazonカスタマーサービス
[PHONE]
会員登録の未納料金が発生しております。
本日中にご連絡がない場合、
法的手続きに移行します。

ってショートメールで来ても絶対かけ直したりしたらいけんで！！
ほんまみんな気をつけて……！",compliment_feedback,0.46359363198280334,0.9999998807907104,7,True,seller_complaint,,
2522269,Expertos en [USER] tengo una duda.,compliment_feedback,0.6638234257698059,1.0000001192092896,6,True,compliment_feedback,,
442976,"[USER].com [USER] Your customer service did nothing but waste my time, I will not be making anymore purchases ✌️",seller_complaint,0.4093843102455139,1.0000001192092896,19,False,seller_complaint,,
1207606,[USER] just installed the latest 4k firetv box and [USER]  is no where to be found on your system? has it been pulled?,app_technical,0.35071828961372375,1.0,23,True,app_technical,,
1425098,[USER] still not had a reply on how to unsubscribe from channels on fire stick. I know you want my £ but i don't want service anymore.,account_access,0.37385624647140503,1.000000238418579,27,False,subscription_prime,,
1553856,"[USER] i used my axis bank credit card in your app , on the next day my account is debited by 2400 rs .i have been cheated by someone...",billing_payment,0.4032977223396301,0.9999997019767761,29,False,billing_payment,,
509350,boycotting [USER] for poor customer service... used to be a lot better. Now imagine this being our only option one day.....,seller_complaint,0.3711974024772644,0.9999997615814209,21,False,seller_complaint,,
1495221,I woke up this morning to [USER] not having predicted that I needed more toilet paper. I'm disappointed in this future. Be better [USER],compliment_feedback,0.3418637216091156,1.0000001192092896,24,True,compliment_feedback,,
1722145,[USER] this message won’t go away I want to cancel reoccurring payments [URL],billing_payment,0.3099936246871948,1.000000238418579,13,True,billing_payment,,
345843,"Hey [USER]  is this real or a scam?
#amazon #HelpMeOut #ScamOrNot [URL]",compliment_feedback,0.28001588582992554,1.0,12,True,compliment_feedback,,
2486967,[USER] what’s the point of #AmazonPrime when you are not capable of delivering products on promised delivery date. This is lack of #logistics and #Operations management. Customer should be compensated for the poor service.[USER] [USER],seller_complaint,0.2896813154220581,1.000000238418579,35,True,order_status_inquiry,,
2487081,[USER] Need some assistance on a discount code which was sent for me.,return_refund,0.356611430644989,1.0,13,True,billing_payment,,
